variant,size,rep,runtime_sec,iterations,row_error,col_error,objective,num_processes,partition_mode,rank_weights_csv,suggested_rank_weights_csv,json,log
weighted_equal,5000,1,1.45164055,50,5.004002754586782e-09,5.004002756294401e-09,0.10002145491730186,3,weighted-chunk,"1,1,1","0.9516946554,0.9409171145,1.10738823",/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/weighted_equal_5000_np3_rep1.json,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/logs/weighted_equal_5000_np3_rep1.log
weighted_equal,5000,2,1.579405976,50,5.004002754586782e-09,5.004002756294401e-09,0.10002145491730186,3,weighted-chunk,"1,1,1","0.9004677056,0.9740372721,1.125495022",/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/weighted_equal_5000_np3_rep2.json,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/logs/weighted_equal_5000_np3_rep2.log
weighted_equal,5000,3,1.680604605,50,5.004002754586782e-09,5.004002756294401e-09,0.10002145491730186,3,weighted-chunk,"1,1,1","0.8668954871,0.9857563612,1.147348152",/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/weighted_equal_5000_np3_rep3.json,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/logs/weighted_equal_5000_np3_rep3.log
weighted_equal,5000,4,1.556959804,50,5.004002754586782e-09,5.004002756294401e-09,0.10002145491730186,3,weighted-chunk,"1,1,1","0.8994543305,0.9674072367,1.133138433",/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/weighted_equal_5000_np3_rep4.json,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/logs/weighted_equal_5000_np3_rep4.log
weighted_equal,6000,1,1.950456172,50,6.004001566479577e-09,6.004001583393131e-09,0.09999779825360372,3,weighted-chunk,"1,1,1","0.9659368233,0.9446746087,1.089388568",/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/weighted_equal_6000_np3_rep1.json,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/logs/weighted_equal_6000_np3_rep1.log
weighted_equal,6000,2,2.009883168,50,6.004001566479577e-09,6.004001583393131e-09,0.09999779825360372,3,weighted-chunk,"1,1,1","0.9277278145,0.9608149965,1.111457189",/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/weighted_equal_6000_np3_rep2.json,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/logs/weighted_equal_6000_np3_rep2.log
weighted_equal,6000,3,2.011198737,50,6.004001566479577e-09,6.004001583393131e-09,0.09999779825360372,3,weighted-chunk,"1,1,1","0.9211752365,0.9585627246,1.120262039",/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/weighted_equal_6000_np3_rep3.json,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/logs/weighted_equal_6000_np3_rep3.log
weighted_equal,6000,4,1.986569873,50,6.004001566479577e-09,6.004001583393131e-09,0.09999779825360372,3,weighted-chunk,"1,1,1","0.9270259422,0.9465304236,1.126443634",/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/weighted_equal_6000_np3_rep4.json,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/logs/weighted_equal_6000_np3_rep4.log
weighted_equal,7000,1,2.571995581,50,7.00396137110924e-09,7.003961374578687e-09,0.10000462254473927,3,weighted-chunk,"1,1,1","0.9384126685,0.9656840052,1.095903326",/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/weighted_equal_7000_np3_rep1.json,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/logs/weighted_equal_7000_np3_rep1.log
weighted_equal,7000,2,2.5481908630000003,50,7.00396137110924e-09,7.003961374578687e-09,0.10000462254473927,3,weighted-chunk,"1,1,1","0.9283019802,0.9643107861,1.107387234",/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/weighted_equal_7000_np3_rep2.json,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/logs/weighted_equal_7000_np3_rep2.log
weighted_equal,7000,3,2.526155919,50,7.00396137110924e-09,7.003961374578687e-09,0.10000462254473927,3,weighted-chunk,"1,1,1","0.9268855668,0.9539379797,1.119176454",/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/weighted_equal_7000_np3_rep3.json,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/logs/weighted_equal_7000_np3_rep3.log
weighted_equal,7000,4,2.553302754,50,7.00396137110924e-09,7.003961374578687e-09,0.10000462254473927,3,weighted-chunk,"1,1,1","0.9397608883,0.9726940379,1.087545074",/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/weighted_equal_7000_np3_rep4.json,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/logs/weighted_equal_7000_np3_rep4.log
weighted_equal,8000,1,3.131390493,50,8.00396140064239e-09,8.003961429292432e-09,0.09999732950016932,3,weighted-chunk,"1,1,1","0.9547379837,0.949511832,1.095750184",/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/weighted_equal_8000_np3_rep1.json,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/logs/weighted_equal_8000_np3_rep1.log
weighted_equal,8000,2,3.096744041,50,8.00396140064239e-09,8.003961429292432e-09,0.09999732950016932,3,weighted-chunk,"1,1,1","0.9693490609,0.958328648,1.072322291",/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/weighted_equal_8000_np3_rep2.json,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/logs/weighted_equal_8000_np3_rep2.log
weighted_equal,8000,3,3.364658593,50,8.00396140064239e-09,8.003961429292432e-09,0.09999732950016932,3,weighted-chunk,"1,1,1","0.9261659755,0.9647386696,1.109095355",/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/weighted_equal_8000_np3_rep3.json,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/logs/weighted_equal_8000_np3_rep3.log
weighted_equal,8000,4,3.187481474,50,8.00396140064239e-09,8.003961429292432e-09,0.09999732950016932,3,weighted-chunk,"1,1,1","0.940047769,0.9620860132,1.097866218",/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/weighted_equal_8000_np3_rep4.json,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/logs/weighted_equal_8000_np3_rep4.log
weighted_equal,9000,1,4.101283212,50,9.003957017608222e-09,9.003956967789132e-09,0.0999996018982229,3,weighted-chunk,"1,1,1","0.9182398593,0.9653052522,1.116454889",/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/weighted_equal_9000_np3_rep1.json,/home/tung/Parallel-Programming-Project/mpi-sinkhorn-step/results/bench_cpp_router3_dynamic_fixed50_reps4/logs/weighted_equal_9000_np3_rep1.log
