size,rep,variant,seq_key,seq_runtime_s,mpi_runtime_s,mpi_wall_s,speedup,efficiency,comm_mode,kernel_cutoff,sync_every,column_syncs,column_payload_bytes,payload_ratio_vs_double50,seq_iterations,mpi_iterations,mpi_row_error,mpi_col_error,objective_diff_vs_seq
9000,3,lazy_sync5,dense,9.692656371,5.170848316,6.5625129600002765,1.8744808933977635,0.9372404466988817,lazy,0,5,10,720000,0.2,50,50,9.000316928198314e-09,9.000316978003851e-09,1.0791367799356522e-13
9000,3,sparse_cutoff025,sparse_cutoff025,31.278413464,16.966127366000002,18.296637346000352,1.843580022078681,0.9217900110393406,double,0.25,1,50,3600000,1.0,50,50,9.000670765830793e-09,9.000670763160946e-09,5.390132784555135e-14
10000,1,double_baseline,dense,11.979159374,8.231356914000001,11.23200957699919,1.4553079764559458,0.7276539882279729,double,0,1,50,4000000,1.0,50,50,1.0000311727960311e-08,1.000031173637643e-08,8.354428260304303e-14
10000,1,float32_comm,dense,11.979159374,7.339983465,8.769863479999913,1.6320417383937524,0.8160208691968762,float32,0,1,50,2000000,0.5,50,50,9.451711519622031e-09,2.521664193205547e-08,1.905015589720449e-10
10000,1,quantized_comm,dense,11.979159374,7.036065729000001,8.564029718999336,1.7025365929466005,0.8512682964733003,quantized,0,1,50,2000000,0.5,50,50,2.602090839795416e-09,3.360849593031474e-07,2.53199483601918e-09
10000,1,lazy_sync5,dense,11.979159374,6.418642968,7.861420935998467,1.8663071670634788,0.9331535835317394,lazy,0,5,10,800000,0.2,50,50,1.0000315705003615e-08,1.0000315714964723e-08,8.498757253505573e-14
10000,1,sparse_cutoff025,sparse_cutoff025,38.39835037,20.872593387000002,22.433621451000363,1.8396540218100306,0.9198270109050153,double,0.25,1,50,4000000,1.0,50,50,1.0000668288336154e-08,1.0000668299530542e-08,1.0064171718227044e-13
10000,2,double_baseline,dense,11.897224171,8.101961933,9.784131043999878,1.4684374314993465,0.7342187157496732,double,0,1,50,4000000,1.0,50,50,1.0000311727960311e-08,1.000031173637643e-08,8.354428260304303e-14
10000,2,float32_comm,dense,11.897224171,7.264177243,8.718450812999436,1.6377937614978428,0.8188968807489214,float32,0,1,50,2000000,0.5,50,50,9.451711519622031e-09,2.521664193205547e-08,1.905015589720449e-10
10000,2,quantized_comm,dense,11.897224171,7.197988881,9.077181890001157,1.6528539245738798,0.8264269622869399,quantized,0,1,50,2000000,0.5,50,50,2.602090839795416e-09,3.360849593031474e-07,2.53199483601918e-09
10000,2,lazy_sync5,dense,11.897224171,6.605247964,7.964959845001431,1.8011775236663923,0.9005887618331961,lazy,0,5,10,800000,0.2,50,50,1.0000315705003615e-08,1.0000315714964723e-08,8.498757253505573e-14
10000,2,sparse_cutoff025,sparse_cutoff025,38.6171088,20.778314999,22.406546062000416,1.8585293755465027,0.9292646877732513,double,0.25,1,50,4000000,1.0,50,50,1.0000668288336154e-08,1.0000668299530542e-08,1.0064171718227044e-13
10000,3,double_baseline,dense,12.094411311,8.353301985,10.099406719000399,1.4478599400234662,0.7239299700117331,double,0,1,50,4000000,1.0,50,50,1.0000311727960311e-08,1.000031173637643e-08,8.354428260304303e-14
10000,3,float32_comm,dense,12.094411311,6.922257361,8.533686554999804,1.7471773556325596,0.8735886778162798,float32,0,1,50,2000000,0.5,50,50,9.451711519622031e-09,2.521664193205547e-08,1.905015589720449e-10
10000,3,quantized_comm,dense,12.094411311,7.292794846,8.840492061999612,1.6584055312667438,0.8292027656333719,quantized,0,1,50,2000000,0.5,50,50,2.602090839795416e-09,3.360849593031474e-07,2.53199483601918e-09
10000,3,lazy_sync5,dense,12.094411311,6.29749172,7.791423355000006,1.9205124593637417,0.9602562296818709,lazy,0,5,10,800000,0.2,50,50,1.0000315705003615e-08,1.0000315714964723e-08,8.498757253505573e-14
10000,3,sparse_cutoff025,sparse_cutoff025,38.873849338,21.336086143,22.83584338900073,1.8219765835897619,0.9109882917948809,double,0.25,1,50,4000000,1.0,50,50,1.0000668288336154e-08,1.0000668299530542e-08,1.0064171718227044e-13
11000,1,double_baseline,dense,14.504884059,9.79906347,11.652297685999656,1.4802316673840261,0.7401158336920131,double,0,1,50,4400000,1.0,50,50,1.1000308553486306e-08,1.1000308586202106e-08,2.1066481892262345e-13
11000,1,float32_comm,dense,14.504884059,8.669178953,10.157985025000016,1.673155455394139,0.8365777276970695,float32,0,1,50,2200000,0.5,50,50,1.1465555036210134e-08,2.8497040243985385e-08,1.5878776071787115e-10
11000,1,quantized_comm,dense,14.504884059,8.56774619,9.988798736001627,1.692963789698817,0.8464818948494085,quantized,0,1,50,2200000,0.5,50,50,3.6992607533112157e-09,3.6640903070386864e-07,2.5071930642717177e-09
11000,1,lazy_sync5,dense,14.504884059,7.607285974,9.120571051000297,1.9067094504629438,0.9533547252314719,lazy,0,5,10,880000,0.2,50,50,1.1000313413449649e-08,1.1000313444051255e-08,2.1238566461079245e-13
11000,1,sparse_cutoff025,sparse_cutoff025,46.629019114,25.138094018,26.89975404500001,1.854914659823117,0.9274573299115585,double,0.25,1,50,4400000,1.0,50,50,1.1000661142714194e-08,1.1000661153176745e-08,6.639133687258436e-14
11000,2,double_baseline,dense,14.535361076,9.494661915,12.112115140998867,1.530898225352977,0.7654491126764885,double,0,1,50,4400000,1.0,50,50,1.1000308553486306e-08,1.1000308586202106e-08,2.1066481892262345e-13
11000,2,float32_comm,dense,14.535361076,8.674068238,10.162916557001154,1.6757259312674546,0.8378629656337273,float32,0,1,50,2200000,0.5,50,50,1.1465555036210134e-08,2.8497040243985385e-08,1.5878776071787115e-10
11000,2,quantized_comm,dense,14.535361076,8.583459563,10.41092186700007,1.6934152213702227,0.8467076106851114,quantized,0,1,50,2200000,0.5,50,50,3.6992607533112157e-09,3.6640903070386864e-07,2.5071930642717177e-09
11000,2,lazy_sync5,dense,14.535361076,7.571469640999999,9.876047943998856,1.919754257124677,0.9598771285623385,lazy,0,5,10,880000,0.2,50,50,1.1000313413449649e-08,1.1000313444051255e-08,2.1238566461079245e-13
11000,2,sparse_cutoff025,sparse_cutoff025,46.566242496,25.331066074,27.01031124199835,1.8383056741459434,0.9191528370729717,double,0.25,1,50,4400000,1.0,50,50,1.1000661142714194e-08,1.1000661153176745e-08,6.639133687258436e-14
11000,3,double_baseline,dense,14.508303441999999,9.666729498999999,11.71185450199846,1.500849221393942,0.750424610696971,double,0,1,50,4400000,1.0,50,50,1.1000308553486306e-08,1.1000308586202106e-08,2.1066481892262345e-13
11000,3,float32_comm,dense,14.508303441999999,8.502821862,10.093707226000333,1.7062927669741177,0.8531463834870588,float32,0,1,50,2200000,0.5,50,50,1.1465555036210134e-08,2.8497040243985385e-08,1.5878776071787115e-10
11000,3,quantized_comm,dense,14.508303441999999,8.409891803,9.870446902999902,1.7251474551461596,0.8625737275730798,quantized,0,1,50,2200000,0.5,50,50,3.6992607533112157e-09,3.6640903070386864e-07,2.5071930642717177e-09
11000,3,lazy_sync5,dense,14.508303441999999,7.655376882,9.187042588999248,1.8951782081576163,0.9475891040788081,lazy,0,5,10,880000,0.2,50,50,1.1000313413449649e-08,1.1000313444051255e-08,2.1238566461079245e-13
11000,3,sparse_cutoff025,sparse_cutoff025,45.873998752,25.171584591,26.82123713400142,1.8224517644551494,0.9112258822275747,double,0.25,1,50,4400000,1.0,50,50,1.1000661142714194e-08,1.1000661153176745e-08,6.639133687258436e-14
12000,1,double_baseline,dense,17.348398300000003,11.201696871000001,13.102885948999756,1.5487294915927565,0.7743647457963783,double,0,1,50,4800000,1.0,50,50,1.2000304193559197e-08,1.2000304168243076e-08,8.865130851631875e-14
12000,1,float32_comm,dense,17.348398300000003,9.816095805,12.1472168220007,1.7673419906072325,0.8836709953036163,float32,0,1,50,2400000,0.5,50,50,1.2162248736363778e-08,3.077513447095751e-08,5.531936020375383e-11
12000,1,quantized_comm,dense,17.348398300000003,9.887908069,11.787744920999103,1.754506431384582,0.877253215692291,quantized,0,1,50,2400000,0.5,50,50,8.103664792154242e-09,4.020819390306886e-07,1.3508749674429055e-09
12000,1,lazy_sync5,dense,17.348398300000003,9.317531795999999,10.972594898999887,1.8619092137091113,0.9309546068545557,lazy,0,5,10,960000,0.2,50,50,1.2000309954914674e-08,1.200030993531772e-08,9.070522111187529e-14
12000,1,sparse_cutoff025,sparse_cutoff025,55.419372384,29.656626743,31.332202053999936,1.8687011460964928,0.9343505730482464,double,0.25,1,50,4800000,1.0,50,50,1.2000653285286402e-08,1.2000653243463303e-08,7.654987754790454e-14
12000,2,double_baseline,dense,17.162022591,11.186394108,13.211231552000754,1.53418719431014,0.76709359715507,double,0,1,50,4800000,1.0,50,50,1.2000304193559197e-08,1.2000304168243076e-08,8.865130851631875e-14
12000,2,float32_comm,dense,17.162022591,10.027250847,11.634559224999975,1.7115381726123482,0.8557690863061741,float32,0,1,50,2400000,0.5,50,50,1.2162248736363778e-08,3.077513447095751e-08,5.531936020375383e-11
12000,2,quantized_comm,dense,17.162022591,10.158676649,11.743849909000346,1.689395497462693,0.8446977487313465,quantized,0,1,50,2400000,0.5,50,50,8.103664792154242e-09,4.020819390306886e-07,1.3508749674429055e-09
12000,2,lazy_sync5,dense,17.162022591,9.039775722,10.652424652998889,1.8985009273220108,0.9492504636610054,lazy,0,5,10,960000,0.2,50,50,1.2000309954914674e-08,1.200030993531772e-08,9.070522111187529e-14
12000,2,sparse_cutoff025,sparse_cutoff025,55.285891189999994,29.568921450999998,31.116135766000298,1.8697297188068478,0.9348648594034239,double,0.25,1,50,4800000,1.0,50,50,1.2000653285286402e-08,1.2000653243463303e-08,7.654987754790454e-14
12000,3,double_baseline,dense,17.36830649,11.198560849000001,13.139027856001121,1.5509409400182825,0.7754704700091413,double,0,1,50,4800000,1.0,50,50,1.2000304193559197e-08,1.2000304168243076e-08,8.865130851631875e-14
12000,3,float32_comm,dense,17.36830649,9.84239288,11.451264710998657,1.7646426739673085,0.8823213369836542,float32,0,1,50,2400000,0.5,50,50,1.2162248736363778e-08,3.077513447095751e-08,5.531936020375383e-11
12000,3,quantized_comm,dense,17.36830649,9.945774418,11.699529375999191,1.7463000627247889,0.8731500313623944,quantized,0,1,50,2400000,0.5,50,50,8.103664792154242e-09,4.020819390306886e-07,1.3508749674429055e-09
12000,3,lazy_sync5,dense,17.36830649,9.06937188,10.619454285999382,1.915050647366331,0.9575253236831655,lazy,0,5,10,960000,0.2,50,50,1.2000309954914674e-08,1.200030993531772e-08,9.070522111187529e-14
12000,3,sparse_cutoff025,sparse_cutoff025,54.558200412999994,29.560113409,31.060362346999682,1.8456695229183042,0.9228347614591521,double,0.25,1,50,4800000,1.0,50,50,1.2000653285286402e-08,1.2000653243463303e-08,7.654987754790454e-14
